data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2026-05-17 12:52:34.448637;1496;São Paulo;Maurício Peçanha;PlayStation 5;Milford Fernandez;masculino;dinheiro
2026-05-17 15:17:35.831021;1497;Salvador;Francisco José;Smartwatch QCY;Tanya Morgan;feminino;dinheiro
2026-05-17 15:32:34.670805;1498;Fortaleza;Matheus Pereira;PlayStation 5;Brandon Avery;masculino;dinheiro
2026-05-17 18:02:34.717871;1499;Salvador;Francisco José;Smartwatch QCY;Evelyn Garner;feminino;dinheiro
2026-05-17 18:24:32.287388;1500;Fortaleza;Ana Oliveira;PlayStation 5;Virginia Thompson;feminino;cartão de crédito
2026-05-17 20:14:34.338144;1501;Recife;Fernanda Costa;Smartwatch QCY;Georgia Olson;feminino;cartão de crédito
2026-05-18 10:05:34.446668;1502;Salvador;Carla Montenegro;PlayStation 5;Gary Odum;masculino;dinheiro
2026-05-18 11:31:36.047845;1503;São Paulo;Floriana Peixoto;PlayStation 5;Sharon Rapp;feminino;dinheiro
2026-05-18 19:02:32.753827;1504;Natal;João Pedro;Smartphone Samsung Galaxy;Wendy Jones;feminino;boleto
2026-05-19 10:42:34.983126;1505;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Clifton Jones;masculino;pix
2026-05-19 11:28:36.353760;1506;São Paulo;Floriana Peixoto;Smartwatch QCY;Margaret Stark;feminino;cartão de crédito
2026-05-19 11:36:33.052887;1507;Natal;Clara Neves;Smartwatch QCY;Jason Baum;masculino;boleto
2026-05-19 13:49:33.294805;1508;Salvador;Francisco José;Geladeira Eletrolux;Douglas Gervais;masculino;pix
2026-05-19 20:13:33.097905;1509;Salvador;Francisco José;PlayStation 5;Carla Christner;feminino;boleto
2026-05-20 10:37:34.145616;1510;Salvador;Carla Montenegro;Geladeira Eletrolux;Eddie Robbins;masculino;cartão de crédito
2026-05-20 12:11:34.677098;1511;Fortaleza;Ana Oliveira;Smartwatch QCY;Erica Hinrichs;feminino;dinheiro
2026-05-20 12:47:33.926888;1512;Salvador;Carla Montenegro;PlayStation 5;Sabrina Kalar;feminino;cartão de crédito
2026-05-20 12:50:36.523472;1513;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Barbara Madison;feminino;cartão de crédito
2026-05-20 15:30:34.783087;1514;São Paulo;Maurício Peçanha;Smartwatch QCY;Richard Pokswinski;masculino;dinheiro
2026-05-20 16:08:36.144651;1515;Natal;João Pedro;Geladeira Eletrolux;Pete Cifuentes;masculino;boleto
2026-05-20 16:40:34.642249;1516;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Leroy Cruz;masculino;dinheiro
2026-05-20 20:25:36.152455;1517;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Linda Webb;feminino;boleto
2026-05-21 10:56:32.879792;1518;Salvador;Francisco José;Geladeira Eletrolux;Terry Smith;feminino;dinheiro
2026-05-21 11:18:36.394146;1519;Fortaleza;Matheus Pereira;Smartwatch QCY;Darrell Collins;masculino;cartão de crédito
2026-05-21 11:38:36.099660;1520;Recife;Fernanda Costa;Smartwatch QCY;Matthew Donofrio;masculino;dinheiro
2026-05-21 11:44:34.677025;1521;Natal;João Pedro;Smartwatch QCY;Joshua Davis;masculino;boleto
2026-05-21 15:35:34.981694;1522;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Brent Dew;masculino;dinheiro
2026-05-21 16:25:35.469684;1523;Fortaleza;Matheus Pereira;Smartwatch QCY;Steven Martin;masculino;cartão de crédito
2026-05-21 19:35:36.154994;1524;Recife;Carlos Silva;Geladeira Eletrolux;Patrick Mohan;masculino;pix
2026-05-22 10:33:32.271707;1525;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Ira Gibson;masculino;cartão de crédito
2026-05-22 15:35:34.721530;1526;Salvador;Carla Montenegro;Smartwatch QCY;Warren Noel;masculino;pix
2026-05-23 10:55:34.803675;1527;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Jeffrey Larowe;masculino;boleto
2026-05-23 14:36:33.710823;1528;Fortaleza;Ana Oliveira;Smartwatch QCY;Jessica Johnson;feminino;dinheiro
2026-05-23 15:54:35.934988;1529;São Paulo;Maurício Peçanha;PlayStation 5;Valentine Shook;feminino;cartão de crédito
2026-05-23 18:31:34.428390;1530;Salvador;Carla Montenegro;Smartwatch QCY;David Larsen;masculino;cartão de crédito
2026-05-23 19:33:36.032257;1531;Natal;Clara Neves;Smartphone Samsung Galaxy;James Ratterree;masculino;boleto
2026-05-23 19:36:34.500991;1532;Salvador;Francisco José;Smartphone Samsung Galaxy;Loretta Deaton;feminino;boleto
2026-05-23 19:54:35.954911;1533;São Paulo;Floriana Peixoto;Geladeira Eletrolux;James Orellana;masculino;boleto
2026-05-24 10:53:35.817790;1534;Natal;João Pedro;PlayStation 5;Connie Pierce;feminino;boleto
2026-05-24 19:00:35.557737;1535;São Paulo;Maurício Peçanha;Smartwatch QCY;Michael Forget;masculino;pix
2026-05-24 19:01:34.975156;1536;Fortaleza;Ana Oliveira;Smartwatch QCY;Michael Garcia;masculino;cartão de crédito
2026-05-24 19:59:33.488858;1537;Natal;João Pedro;SmartTV OLED 4k TCL;Brenda Riso;feminino;boleto
2026-05-25 10:43:35.023641;1538;Natal;João Pedro;Geladeira Eletrolux;Berry Bailey;masculino;boleto
2026-05-25 11:50:35.582151;1539;Natal;João Pedro;Geladeira Eletrolux;Lonnie Bond;masculino;pix
2026-05-25 12:00:35.444746;1540;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;June Riddley;feminino;boleto
2026-05-25 16:40:32.385429;1541;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Jesus Ramirez;masculino;boleto
2026-05-25 17:43:33.284372;1542;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Margie Delaney;feminino;boleto
2026-05-25 17:52:35.952588;1543;Recife;Carlos Silva;Smartphone Samsung Galaxy;Debra Bolding;feminino;cartão de crédito
2026-05-25 19:51:35.619089;1544;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Julie Senft;feminino;cartão de crédito
2026-05-26 10:27:36.223865;1545;Recife;Carlos Silva;Geladeira Eletrolux;Harry Stevens;masculino;boleto
2026-05-26 12:19:33.321102;1546;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Andrea Gibbs;feminino;dinheiro
2026-05-26 17:01:33.053576;1547;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Brian Kingsley;masculino;cartão de crédito
2026-05-26 17:59:34.657210;1548;Recife;Fernanda Costa;Geladeira Eletrolux;Patrick Estrada;masculino;boleto
2026-05-26 19:29:32.360868;1549;Recife;Carlos Silva;Smartwatch QCY;Freddy Kimura;masculino;dinheiro
2026-05-27 10:20:36.101422;1550;Recife;Carlos Silva;Smartwatch QCY;Eleanore Williams;feminino;dinheiro
2026-05-27 11:48:32.808970;1551;Recife;Carlos Silva;Smartwatch QCY;Felix Wade;masculino;cartão de crédito
2026-05-27 13:49:35.926900;1552;Recife;Fernanda Costa;Geladeira Eletrolux;Dale Herrera;masculino;boleto
2026-05-27 14:04:36.160260;1553;Salvador;Francisco José;Smartphone Samsung Galaxy;Alice Vilven;feminino;boleto
2026-05-27 17:13:35.573468;1554;Recife;Carlos Silva;Smartphone Samsung Galaxy;Marie Pino;feminino;boleto
2026-05-27 19:55:32.835220;1555;Salvador;Francisco José;SmartTV OLED 4k TCL;Jeffery Francois;masculino;cartão de crédito
2026-05-28 16:18:34.140797;1556;Recife;Fernanda Costa;PlayStation 5;James Gouin;masculino;dinheiro
2026-05-28 19:17:33.664872;1557;Recife;Fernanda Costa;Geladeira Eletrolux;Barry Mohan;masculino;cartão de crédito
2026-05-28 19:42:34.284069;1558;São Paulo;Maurício Peçanha;PlayStation 5;Fernando Hicks;masculino;dinheiro
2026-05-28 20:11:34.899516;1559;Natal;João Pedro;SmartTV OLED 4k TCL;Tommie Slocum;masculino;dinheiro
2026-05-29 11:48:33.384499;1560;São Paulo;Floriana Peixoto;Smartwatch QCY;Clarissa Milton;feminino;cartão de crédito
2026-05-29 12:03:34.116678;1561;Fortaleza;Ana Oliveira;Smartwatch QCY;Gale Sander;masculino;pix
2026-05-29 13:13:34.990778;1562;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Salley Wiggins;feminino;pix
2026-05-29 14:06:35.802414;1563;Natal;João Pedro;PlayStation 5;Vincent Lopez;masculino;cartão de crédito
2026-05-29 16:20:32.148574;1564;Natal;João Pedro;Smartphone Samsung Galaxy;Kristi Scarnati;feminino;cartão de crédito
2026-05-29 16:48:33.641203;1565;Salvador;Francisco José;Smartphone Samsung Galaxy;Ronnie Mcqueen;feminino;boleto
2026-05-29 18:21:34.112099;1566;Recife;Carlos Silva;Smartwatch QCY;Betty Howard;feminino;boleto
2026-05-29 19:39:36.213842;1567;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Nancy Kirchoff;feminino;cartão de crédito
2026-05-30 12:43:33.215973;1568;Recife;Carlos Silva;SmartTV OLED 4k TCL;Martin Edwards;masculino;dinheiro
2026-05-30 13:33:34.265267;1569;Fortaleza;Ana Oliveira;Geladeira Eletrolux;Paul Chase;masculino;dinheiro
2026-05-30 15:13:33.521750;1570;Salvador;Carla Montenegro;PlayStation 5;Jesse Mckay;masculino;dinheiro
2026-05-30 15:26:32.960387;1571;Salvador;Francisco José;Geladeira Eletrolux;Jeremy Hoffman;masculino;dinheiro
2026-05-30 15:31:35.805166;1572;Salvador;Francisco José;PlayStation 5;Craig Bellamy;masculino;boleto
2026-05-30 16:10:33.910876;1573;Recife;Carlos Silva;Smartphone Samsung Galaxy;Monica Cordle;feminino;cartão de crédito
2026-05-30 16:46:33.006671;1574;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Allison Lovecchio;feminino;pix
2026-05-30 17:26:34.077396;1575;Natal;João Pedro;Smartwatch QCY;Jean Saylor;feminino;dinheiro
2026-05-30 18:08:35.135395;1576;Recife;Carlos Silva;Smartphone Samsung Galaxy;Keith Blecha;masculino;cartão de crédito
2026-05-30 20:33:33.723904;1577;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Ralph Coste;masculino;pix
2026-05-31 13:07:32.363097;1578;Salvador;Carla Montenegro;Smartwatch QCY;Susan Green;feminino;cartão de crédito
2026-05-31 14:19:34.665698;1579;Fortaleza;Matheus Pereira;PlayStation 5;Clifford Anderson;masculino;cartão de crédito
2026-05-31 15:20:36.157951;1580;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Eva Eldridge;feminino;cartão de crédito
2026-05-31 16:17:34.831846;1581;Natal;Clara Neves;PlayStation 5;Edward Johnson;masculino;boleto
2026-05-31 16:49:34.797380;1582;Natal;João Pedro;SmartTV OLED 4k TCL;Joshua Michael;masculino;cartão de crédito
2026-05-31 17:33:34.584729;1583;São Paulo;Floriana Peixoto;Smartwatch QCY;Virginia Bouck;feminino;pix
2026-06-01 11:06:35.334413;1584;Natal;Clara Neves;Smartphone Samsung Galaxy;Mike Martinez;masculino;boleto
2026-06-01 17:42:32.997586;1585;Recife;Carlos Silva;Smartphone Samsung Galaxy;Jessica Holley;feminino;dinheiro
2026-06-01 17:50:36.253609;1586;São Paulo;Maurício Peçanha;Smartwatch QCY;Jodi Adams;feminino;cartão de crédito
2026-06-02 11:24:33.807875;1587;São Paulo;Maurício Peçanha;PlayStation 5;Irene Gordon;feminino;pix
2026-06-02 12:20:36.444078;1588;Natal;João Pedro;PlayStation 5;Janet Huxtable;feminino;pix
2026-06-02 12:33:32.721690;1589;Natal;João Pedro;SmartTV OLED 4k TCL;John Fried;masculino;boleto
2026-06-02 15:52:34.667500;1590;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Todd Souza;masculino;boleto
2026-06-02 17:37:35.794787;1591;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Lillie Hammond;feminino;dinheiro
2026-06-02 17:55:32.244195;1592;São Paulo;Maurício Peçanha;SmartTV OLED 4k TCL;Susan Romo;feminino;pix
2026-06-02 20:16:33.234721;1593;Recife;Carlos Silva;Smartwatch QCY;Sheldon Griffin;masculino;dinheiro
2026-06-03 09:45:35.965466;1594;Recife;Fernanda Costa;Geladeira Eletrolux;Richard Melle;masculino;pix
2026-06-03 10:11:34.448969;1595;Recife;Carlos Silva;Geladeira Eletrolux;Estefana Boyle;feminino;boleto
2026-06-03 16:35:33.655467;1596;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Bernard Olive;masculino;cartão de crédito
2026-06-03 16:45:35.836394;1597;Salvador;Francisco José;Geladeira Eletrolux;Martin Schwartz;masculino;boleto
2026-06-03 18:34:36.086074;1598;Salvador;Francisco José;Geladeira Eletrolux;Edward Robles;masculino;boleto
2026-06-04 10:00:36.101956;1599;São Paulo;Floriana Peixoto;PlayStation 5;Mary Zohn;feminino;pix
2026-06-04 11:35:34.357736;1600;Fortaleza;Ana Oliveira;Smartwatch QCY;Marilu Chaparro;feminino;pix
2026-06-04 11:45:33.913800;1601;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Lorraine Hall;feminino;cartão de crédito
2026-06-04 12:24:34.284324;1602;São Paulo;Floriana Peixoto;Smartwatch QCY;Todd Hernandez;masculino;pix
2026-06-04 13:20:35.174070;1603;Salvador;Carla Montenegro;Geladeira Eletrolux;Agnes Piper;feminino;dinheiro
2026-06-04 16:43:35.065327;1604;São Paulo;Floriana Peixoto;PlayStation 5;Willie Rodriguez;masculino;pix
2026-06-04 18:15:33.923297;1605;Recife;Fernanda Costa;SmartTV OLED 4k TCL;Brenda Longino;feminino;cartão de crédito
2026-06-04 18:32:32.526109;1606;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Miguel Williams;masculino;pix
2026-06-05 15:17:34.451505;1607;Salvador;Francisco José;Smartwatch QCY;David Likio;masculino;cartão de crédito
2026-06-05 15:29:36.086294;1608;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Hester Jackson;feminino;pix
2026-06-05 18:45:35.220659;1609;Salvador;Carla Montenegro;Geladeira Eletrolux;Kimberly Rogers;feminino;cartão de crédito
2026-06-05 19:00:33.437802;1610;Recife;Fernanda Costa;Smartphone Samsung Galaxy;James Allen;masculino;boleto
2026-06-05 19:10:35.013184;1611;Natal;João Pedro;SmartTV OLED 4k TCL;William Brennan;masculino;pix
2026-06-06 11:42:34.826246;1612;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Verdie Johnsen;feminino;pix
2026-06-06 11:50:33.871673;1613;Recife;Carlos Silva;Smartphone Samsung Galaxy;Lisa Ingram;feminino;boleto
2026-06-06 13:38:35.469533;1614;Salvador;Francisco José;Smartphone Samsung Galaxy;Dawn Holland;feminino;cartão de crédito
2026-06-06 16:10:36.083594;1615;Recife;Carlos Silva;SmartTV OLED 4k TCL;Daniel Mooney;masculino;cartão de crédito
2026-06-06 17:05:35.581318;1616;Natal;Clara Neves;SmartTV OLED 4k TCL;Tony Mcguire;masculino;cartão de crédito
2026-06-06 20:16:35.655615;1617;Salvador;Francisco José;PlayStation 5;Delcie Bone;feminino;dinheiro
2026-06-06 20:29:33.189408;1618;Natal;João Pedro;PlayStation 5;Charles Norris;masculino;pix
2026-06-07 12:58:32.370019;1619;Recife;Fernanda Costa;SmartTV OLED 4k TCL;Vernon Mortimer;masculino;boleto
2026-06-07 13:03:34.234993;1620;São Paulo;Floriana Peixoto;Smartphone Samsung Galaxy;Harry Patton;masculino;pix
2026-06-07 14:23:33.540479;1621;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Michele Sowers;feminino;pix
2026-06-07 18:11:36.502900;1622;Natal;João Pedro;Smartphone Samsung Galaxy;Grace Holt;feminino;pix
2026-06-08 10:51:35.905015;1623;Natal;Clara Neves;SmartTV OLED 4k TCL;Danny Oliver;masculino;pix
2026-06-08 13:47:36.509803;1624;Fortaleza;Matheus Pereira;PlayStation 5;James Williams;masculino;cartão de crédito
2026-06-08 17:08:34.668024;1625;Natal;João Pedro;PlayStation 5;Helen Farmer;feminino;boleto
2026-06-08 17:18:33.064849;1626;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Thomas Nixon;masculino;pix
2026-06-08 17:42:32.456382;1627;Natal;João Pedro;Smartphone Samsung Galaxy;Alma Pence;feminino;cartão de crédito
2026-06-08 19:24:34.319741;1628;São Paulo;Maurício Peçanha;Smartwatch QCY;Leah Wiser;feminino;boleto
2026-06-09 14:42:33.092069;1629;São Paulo;Floriana Peixoto;PlayStation 5;Woodrow Mitchell;masculino;cartão de crédito
2026-06-09 15:43:35.629477;1630;Natal;Clara Neves;PlayStation 5;Bonnie Jackson;feminino;pix
2026-06-09 16:43:34.408113;1631;São Paulo;Floriana Peixoto;PlayStation 5;Patti Cianciola;feminino;cartão de crédito
2026-06-09 17:49:35.485099;1632;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Kimberly Wyche;feminino;pix
2026-06-09 19:43:32.926248;1633;Salvador;Carla Montenegro;Geladeira Eletrolux;Kira Easterling;feminino;pix
2026-06-09 19:54:33.321351;1634;Fortaleza;Ana Oliveira;Geladeira Eletrolux;Herbert Thomas;masculino;dinheiro
2026-06-10 11:14:35.493400;1635;Recife;Fernanda Costa;PlayStation 5;Jennie Roberts;feminino;dinheiro
2026-06-10 12:17:35.433680;1636;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Aurea Barnett;feminino;pix
2026-06-10 15:22:35.848662;1637;Salvador;Francisco José;PlayStation 5;Glenn Lewis;masculino;dinheiro
2026-06-10 18:13:36.058609;1638;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Richard Hernandez;masculino;dinheiro
2026-06-10 18:22:32.768086;1639;Recife;Carlos Silva;Smartphone Samsung Galaxy;David Manns;masculino;dinheiro
2026-06-10 18:28:34.335204;1640;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Ramon Nivens;masculino;pix
2026-06-10 19:24:33.986827;1641;Fortaleza;Ana Oliveira;Geladeira Eletrolux;Robert Griffith;masculino;dinheiro
2026-06-10 20:16:33.536048;1642;Natal;João Pedro;Smartphone Samsung Galaxy;Roosevelt Guerrero;masculino;dinheiro
2026-06-11 11:50:36.295677;1643;Fortaleza;Matheus Pereira;Smartwatch QCY;Alvin Ortiz;masculino;cartão de crédito
2026-06-11 12:28:33.920977;1644;Fortaleza;Ana Oliveira;Smartwatch QCY;Shirley Irvine;feminino;pix
2026-06-11 13:43:33.937103;1645;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Ashley Cobb;feminino;cartão de crédito
2026-06-11 18:51:34.773349;1646;Natal;João Pedro;Smartphone Samsung Galaxy;Debora Ruiz;feminino;boleto
2026-06-12 10:22:33.771010;1647;Recife;Carlos Silva;SmartTV OLED 4k TCL;Shannon Harris;feminino;cartão de crédito
2026-06-12 12:03:35.249332;1648;Salvador;Carla Montenegro;Geladeira Eletrolux;Susanne Vasquez;feminino;dinheiro
2026-06-12 16:16:32.613948;1649;Salvador;Carla Montenegro;Smartphone Samsung Galaxy;Jenifer Brinson;feminino;dinheiro
2026-06-12 18:18:34.943883;1650;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Micheal Panto;masculino;dinheiro
2026-06-12 18:43:32.423095;1651;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Diane Mitchell;feminino;dinheiro
2026-06-13 12:35:36.200387;1652;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Jennifer Batten;feminino;dinheiro
2026-06-13 14:27:35.282818;1653;Natal;João Pedro;Geladeira Eletrolux;Brian Winkler;masculino;cartão de crédito
2026-06-13 15:51:33.618475;1654;Natal;Clara Neves;PlayStation 5;Marhta Whiting;feminino;cartão de crédito
2026-06-13 17:12:35.384095;1655;Natal;Clara Neves;PlayStation 5;Calvin Shaw;masculino;dinheiro
2026-06-13 19:35:35.482319;1656;Fortaleza;Ana Oliveira;Geladeira Eletrolux;Jolene Adame;feminino;dinheiro
2026-06-13 19:42:32.716682;1657;Natal;Clara Neves;Smartphone Samsung Galaxy;Ruth Wilson;feminino;boleto
2026-06-13 20:34:33.576374;1658;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Eric Bridgham;masculino;pix
2026-06-14 10:02:35.877070;1659;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Casey Dipiano;feminino;dinheiro
2026-06-14 11:09:34.589173;1660;Salvador;Francisco José;SmartTV OLED 4k TCL;Marion Cornett;feminino;boleto
2026-06-14 16:59:35.014935;1661;Natal;Clara Neves;SmartTV OLED 4k TCL;Jane Miller;feminino;pix
2026-06-14 18:44:35.857232;1662;Natal;João Pedro;Geladeira Eletrolux;Natalie Crabtree;feminino;boleto
2026-06-15 10:40:34.357346;1663;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Alice Lacy;feminino;cartão de crédito
2026-06-15 11:50:36.253923;1664;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Ralph Gajate;masculino;dinheiro
2026-06-15 13:49:34.145300;1665;Salvador;Francisco José;PlayStation 5;Rhonda Webb;feminino;pix
2026-06-15 15:31:33.960782;1666;Recife;Carlos Silva;Geladeira Eletrolux;Margaret Davis;feminino;dinheiro
2026-06-15 17:37:35.053121;1667;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Adrian Davis;masculino;pix
2026-06-15 19:01:35.180488;1668;São Paulo;Floriana Peixoto;Geladeira Eletrolux;Thomas Paulino;masculino;pix
2026-06-16 09:43:35.395037;1669;Recife;Carlos Silva;PlayStation 5;Ruth Brown;feminino;dinheiro
2026-06-16 10:38:35.189095;1670;Salvador;Francisco José;PlayStation 5;Paul Scavotto;masculino;dinheiro
2026-06-16 12:11:35.433370;1671;Salvador;Carla Montenegro;PlayStation 5;Rhea Clark;feminino;dinheiro
2026-06-16 14:30:34.009044;1672;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Crystal Smith;feminino;boleto
2026-06-16 14:47:32.456024;1673;Salvador;Carla Montenegro;Smartwatch QCY;Vanessa Smith;feminino;boleto
2026-06-16 16:49:36.158318;1674;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Sylvia Brito;feminino;dinheiro
2026-06-16 17:03:32.174484;1675;Salvador;Carla Montenegro;PlayStation 5;Fernando Mcdonald;masculino;pix
2026-06-16 19:16:33.765310;1676;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Brandon Uhlman;masculino;boleto
2026-06-17 10:17:32.850587;1677;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Tommy Oseguera;masculino;cartão de crédito
2026-06-17 12:04:35.719373;1678;Salvador;Francisco José;Smartwatch QCY;Summer Varner;feminino;pix
2026-06-17 12:29:33.088841;1679;Salvador;Francisco José;SmartTV OLED 4k TCL;Beverly Mccarty;feminino;boleto
2026-06-17 19:09:34.356760;1680;Natal;João Pedro;Smartphone Samsung Galaxy;Marvin Miller;masculino;pix
2026-06-17 20:13:32.769302;1681;Salvador;Carla Montenegro;Geladeira Eletrolux;Anthony Stuart;masculino;dinheiro
2026-06-17 20:38:35.718493;1682;Recife;Fernanda Costa;Smartwatch QCY;Krystal Russell;feminino;dinheiro
2026-06-18 10:15:35.817632;1683;Fortaleza;Matheus Pereira;Smartphone Samsung Galaxy;Miguel Collins;masculino;cartão de crédito
2026-06-18 11:56:32.320046;1684;Recife;Carlos Silva;SmartTV OLED 4k TCL;Frances Sapp;feminino;pix
2026-06-18 14:37:32.559822;1685;Natal;Clara Neves;SmartTV OLED 4k TCL;James Rooks;masculino;dinheiro
2026-06-18 15:18:34.581871;1686;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Dona Melton;feminino;pix
2026-06-18 16:14:32.193412;1687;Recife;Fernanda Costa;Smartphone Samsung Galaxy;Guy Mueller;masculino;dinheiro
2026-06-18 16:40:34.977051;1688;Recife;Fernanda Costa;PlayStation 5;James Salvador;masculino;boleto
2026-06-18 17:37:35.655218;1689;Fortaleza;Matheus Pereira;Geladeira Eletrolux;Peggy Moyer;feminino;pix
2026-06-18 18:32:35.936301;1690;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Georgia Delgiudice;feminino;cartão de crédito
2026-06-18 18:47:32.364702;1691;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;Scott Powell;masculino;pix
2026-06-19 09:49:35.944384;1692;Recife;Fernanda Costa;Geladeira Eletrolux;Nancy Rayburn;feminino;pix
2026-06-19 09:55:32.999856;1693;Salvador;Carla Montenegro;Smartwatch QCY;Odell Ford;masculino;pix
2026-06-19 10:13:34.825591;1694;Fortaleza;Matheus Pereira;SmartTV OLED 4k TCL;Babette Roberts;feminino;cartão de crédito
2026-06-19 10:42:33.385202;1695;Fortaleza;Ana Oliveira;Smartwatch QCY;Bobbie Randall;feminino;dinheiro
2026-06-19 16:59:32.758364;1696;São Paulo;Maurício Peçanha;Smartwatch QCY;Johnny Wagner;masculino;boleto
2026-06-20 12:39:34.428797;1697;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Christopher Ashley;masculino;dinheiro
2026-06-20 12:49:34.689678;1698;Recife;Carlos Silva;Smartwatch QCY;William Lamb;masculino;pix
2026-06-20 14:10:33.971147;1699;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Albert Dawson;masculino;pix
2026-06-20 19:04:35.024057;1700;Natal;Clara Neves;PlayStation 5;James Lefort;masculino;pix
2026-06-20 19:24:35.744330;1701;Fortaleza;Ana Oliveira;Smartwatch QCY;Helen Dorsey;feminino;cartão de crédito
2026-06-21 16:39:34.297114;1702;Natal;Clara Neves;PlayStation 5;Dale Grayson;feminino;pix
2026-06-21 20:11:33.569736;1703;Fortaleza;Ana Oliveira;SmartTV OLED 4k TCL;Mary Ortiz;feminino;pix
2026-06-22 10:21:34.976493;1704;Natal;João Pedro;Smartphone Samsung Galaxy;Rosanna Harris;feminino;dinheiro
2026-06-22 11:19:35.684749;1705;Recife;Fernanda Costa;Smartwatch QCY;Thomas Manchini;masculino;boleto
2026-06-22 13:28:33.234976;1706;São Paulo;Maurício Peçanha;Smartwatch QCY;Kimberley Bishop;feminino;boleto
2026-06-22 18:33:32.988295;1707;Recife;Fernanda Costa;Geladeira Eletrolux;Robert Costa;masculino;dinheiro
2026-06-22 19:40:34.921796;1708;São Paulo;Maurício Peçanha;Smartphone Samsung Galaxy;William Street;masculino;pix
2026-06-23 12:06:35.469370;1709;Recife;Fernanda Costa;PlayStation 5;David Stokes;masculino;dinheiro
2026-06-23 14:00:36.288536;1710;Natal;Clara Neves;Geladeira Eletrolux;Dwayne Smith;masculino;dinheiro
2026-06-23 18:13:34.448518;1711;São Paulo;Maurício Peçanha;Geladeira Eletrolux;Joshua Montgomery;masculino;pix
2026-06-23 18:18:32.451830;1712;Fortaleza;Ana Oliveira;Smartphone Samsung Galaxy;Kenneth Grado;masculino;boleto
2026-06-23 20:09:34.992750;1713;Fortaleza;Matheus Pereira;PlayStation 5;Susan Cribb;feminino;pix
2026-06-24 13:12:32.878103;1714;São Paulo;Floriana Peixoto;PlayStation 5;Mary Addison;feminino;pix
2026-06-24 13:31:32.426481;1715;São Paulo;Floriana Peixoto;SmartTV OLED 4k TCL;Roni Williams;feminino;dinheiro
2026-06-24 14:48:36.101761;1716;Salvador;Carla Montenegro;SmartTV OLED 4k TCL;Paul Richard;masculino;dinheiro
2026-06-25 11:01:36.536216;1717;Recife;Carlos Silva;SmartTV OLED 4k TCL;Danielle Magee;feminino;cartão de crédito
2026-06-25 12:13:32.544160;1718;Recife;Carlos Silva;PlayStation 5;William Pardo;masculino;cartão de crédito
2026-06-25 18:33:32.267835;1719;Fortaleza;Ana Oliveira;Geladeira Eletrolux;Douglas Devita;masculino;dinheiro
